id;idOriginal;rotulo;classificacao;class_mac1;class_mac2;class_mac3
2442;883074;Real;real;real;real;real
2443;873816;Real;real;real;real;real
2447;896210;Real;real;real;real;real
2448;846374;Real;real;real;real;real
2449;855160;Real;real;real;real;real
2450;863026;Real;real;real;real;real
2452;927740;Real;real;real;real;real
2453;863489;Real;real;real;real;real
2456;917493;Real;real;real;real;real
2457;905674;Real;real;real;real;real
2460;855388;Real;real;real;real;real
2464;914694;Real;real;real;real;real
2466;927522;Real;real;real;real;real
2471;877566;Real;real;real;real;real
2472;901780;Real;real;real;real;real
2473;850143;Real;real;real;real;real
2475;937262;Real;real;real;real;real
2476;862016;Real;real;real;real;real
2477;926038;Real;real;real;real;real
2479;876476;Real;real;real;real;real
2482;928688;Real;real;real;real;real
2486;842154;Real;real;real;real;real
2487;915028;Real;real;real;real;real
2488;887066;Real;real;real;real;real
2492;951155;Real;real;real;real;real
2494;939057;Real;real;real;real;real
2497;884026;Real;real;real;real;real
2498;907698;Real;real;real;real;real
2502;896260;Real;real;real;real;real
2503;857293;Real;real;real;real;real
2504;859180;Real;real;real;real;real
2507;870348;Real;real;real;real;real
2508;881499;Real;real;real;real;real
2509;874678;Real;real;real;real;real
2511;883965;Real;real;real;real;real
2514;874590;Real;real;real;real;real
2515;890418;Real;real;real;real;real
2516;907452;Real;real;real;real;real
2519;849700;Real;real;real;real;real
2521;857301;Real;real;real;real;real
2522;865647;Real;real;real;real;real
2524;901012;Real;real;real;real;real
2525;870513;Real;real;real;real;real
2526;842358;Real;real;real;real;real
2527;870671;Real;real;real;real;real
2528;874591;Real;real;real;real;real
2531;918935;Real;real;real;real;real
2532;856693;Real;real;real;real;real
2533;854592;Real;real;real;real;real
2535;863108;Real;real;real;real;real
2536;913669;Real;real;real;real;real
2538;846433;Real;real;real;real;real
2539;922256;Real;real;real;real;real
2541;923279;Real;real;real;real;real
2542;870848;Real;real;real;real;real
2543;925491;Real;real;real;real;real
2544;846423;Real;real;real;real;real
2546;925472;Real;real;real;real;real
2548;928477;Real;real;real;real;real
2550;905963;Real;real;real;real;real
2554;902361;Real;real;real;real;real
2555;856292;Real;real;real;real;real
2556;902130;Real;real;real;real;real
2558;921448;Real;real;real;real;real
2561;921749;Real;real;real;real;real
2569;884565;Real;real;real;real;real
2571;928264;Real;real;real;real;real
2572;877948;Real;real;real;real;real
2574;909411;Real;real;real;real;real
2576;924831;Real;real;real;real;real
2577;847937;Real;real;real;real;real
2578;870789;Real;real;real;real;real
2580;911082;Real;real;real;real;real
2583;872836;Real;real;real;real;real
2585;856954;Real;real;real;real;real
2586;873029;Real;real;real;real;real
2588;950506;Real;real;real;real;real
2590;951870;Real;real;real;real;real
2591;938260;Real;real;real;real;real
2597;928045;Real;real;real;real;real
2599;914753;Real;real;real;real;real
2603;864674;Real;real;real;real;real
2604;924528;Real;real;real;real;real
2605;902907;Real;real;real;real;real
2608;865731;Real;real;real;real;real
2609;927421;Real;real;real;real;real
2610;899566;Real;real;real;real;real
2612;937508;Real;real;real;real;real
2613;862472;Real;real;real;real;real
2614;921236;Real;real;real;real;real
2615;867220;Real;real;real;real;real
2619;885488;Real;real;real;real;real
2620;885426;Real;real;real;real;real
2621;881601;Real;real;real;real;real
2623;884000;Real;real;real;real;real
2625;937492;Real;real;real;real;real
2626;848761;Real;real;real;real;real
2627;927104;Real;fake;fake;real;real
2629;907314;Real;real;real;real;real
2630;863460;Real;real;real;real;real
2631;876052;Real;real;real;real;real
2632;892869;Real;real;real;real;real
2633;853742;Real;real;real;real;real
2642;863728;Real;real;real;real;real
2646;901374;Real;real;real;real;real
2647;932553;Real;real;real;real;real
2649;927095;Real;real;real;real;real
2650;912691;Real;real;real;real;real
2653;929982;Real;real;real;real;real
2655;864221;Real;real;real;real;real
2656;874165;Real;real;real;real;real
2658;866609;Real;real;real;real;real
2660;930270;Real;real;real;real;real
2665;848996;Real;real;real;real;real
2669;902087;Real;real;real;real;real
2670;844149;Real;real;real;real;real
2672;881284;Real;real;real;real;real
2673;910374;Real;real;real;real;real
2674;895050;Real;real;real;real;real
2676;781571;Real;real;real;real;real
2677;870761;Real;real;real;real;real
2678;914288;Real;real;real;real;real
2683;899725;Real;real;real;real;real
2684;865394;Real;real;real;real;real
2685;870482;Real;real;real;real;real
2686;919953;Real;real;real;real;real
2687;870749;Real;real;real;real;real
2691;903570;Real;real;real;real;real
2692;861084;Real;real;real;real;real
2693;950495;Real;real;real;real;real
2695;954875;Real;real;real;real;real
2697;952744;Real;real;real;real;real
2701;943961;Real;real;real;real;real
2707;843983;Real;real;real;real;real
2713;907007;Real;real;real;real;real
2715;847190;Real;real;real;real;real
2718;861311;Real;real;real;real;real
2719;847224;Real;real;real;real;real
2721;873960;Real;real;real;real;real
2724;893292;Real;real;real;real;real
2725;919715;Real;real;real;real;real
2727;878928;Real;real;real;real;real
2732;855240;Real;real;real;real;real
2733;843517;Real;real;real;real;real
2735;907391;Real;real;real;real;real
2736;882169;Real;real;real;real;real
2737;864853;Real;real;real;real;real
2738;912699;Real;real;real;real;real
2739;876561;Real;real;real;real;real
2741;905528;Real;real;real;real;real
2746;893340;Real;fake;fake;real;real
2748;912151;Real;real;real;real;real
2749;912454;Real;real;real;real;real
2751;929716;Real;real;real;real;real
2752;888541;Real;real;real;real;real
2754;899543;Real;real;real;real;real
2757;858015;Real;real;real;real;real
2759;911425;Real;real;real;real;real
2760;848646;Real;real;real;real;real
2761;856176;Real;real;real;real;real
2762;851664;Real;real;real;real;real
2763;873744;Real;real;real;real;real
2764;924721;Real;real;real;real;real
2765;911209;Real;real;real;real;real
2766;899205;Real;real;real;real;real
2769;929742;Real;real;real;real;real
2770;893163;Real;real;real;real;real
2771;843615;Real;real;real;real;real
2774;857917;Real;real;real;real;real
2776;845256;Real;real;real;real;real
2778;860490;Real;real;real;real;real
2779;868182;Real;real;real;real;real
2780;889520;Real;real;real;real;real
2781;918204;Real;real;real;real;real
2783;874018;Real;real;real;real;real
2786;928697;Real;real;real;real;real
2788;848449;Real;real;real;real;real
2789;913164;Real;real;real;real;real
2790;869792;Real;real;real;real;real
2791;857776;Real;real;real;real;real
2792;855586;Real;real;real;real;real
2795;900183;Real;real;real;real;real
2796;877621;Real;real;real;real;real
2799;846331;Real;real;real;real;real
2800;886603;Real;real;real;real;real
2803;942529;Real;real;real;real;real
2805;944972;Real;real;real;real;real
2806;940199;Real;real;real;real;real
2811;955731;Real;real;real;real;real
2812;950897;Real;real;real;real;real
2813;942686;Real;real;real;real;real
2821;938232;Real;real;real;real;real
2822;893133;Real;real;real;real;real
2825;906219;Real;real;real;real;real
2826;888598;Real;real;real;real;real
2827;902025;Real;real;real;real;real
2828;857286;Real;real;real;real;real
2829;924114;Real;real;real;real;real
2830;896116;Real;real;real;real;real
2832;911457;Real;real;real;real;real
2834;927285;Real;real;real;real;real
2838;843485;Real;real;real;real;real
2842;925076;Real;real;real;real;real
2845;842367;Real;real;real;real;real
2846;888411;Real;real;real;real;real
2849;876059;Real;real;real;real;real
2850;902033;Real;real;real;real;real
2851;844486;Real;real;real;real;real
2854;863703;Real;real;real;real;real
2855;878892;Real;real;real;real;real
2856;841960;Real;real;real;real;real
2860;928357;Real;real;real;real;real
2861;841964;Real;real;real;real;real
2863;930649;Real;real;real;real;real
2865;877445;Real;real;real;real;real
2867;911061;Real;real;real;real;real
2868;859518;Real;real;real;real;real
2869;900047;Real;real;real;real;real
2871;901368;Real;real;real;real;real
2872;847478;Real;real;real;real;real
2874;850113;Real;real;real;real;real
2875;908062;Real;real;real;real;real
2876;874451;Real;real;real;real;real
2877;903107;Real;real;real;real;real
2878;917494;Real;real;real;real;real
2883;889384;Real;real;real;real;real
2884;865943;Real;real;real;real;real
2887;921946;Real;real;real;real;real
2890;902083;Real;real;real;real;real
2891;914249;Real;real;real;real;real
2892;917817;Real;real;real;real;real
2893;875489;Real;real;real;real;real
2894;929969;Real;real;real;real;real
2897;861935;Real;real;real;real;real
2898;897994;Real;real;real;real;real
2899;919959;Real;real;real;real;real
2901;849360;Real;real;real;real;real
2902;863256;Real;real;real;real;real
2904;849044;Real;real;real;real;real
2907;849016;Real;real;real;real;real
2912;860962;Real;real;real;real;real
2913;946651;Real;real;real;real;real
2914;953954;Real;real;real;real;real
2915;942530;Real;real;real;real;real
2916;955009;Real;real;real;real;real
2917;942383;Real;real;real;real;real
2918;939273;Real;real;real;real;real
2919;951606;Real;real;real;real;real
2921;948404;Real;real;real;real;real
2922;942951;Real;real;real;real;real
2923;945182;Real;real;real;real;real
2925;883128;Real;real;real;real;real
2926;899054;Real;real;real;real;real
2930;852538;Real;real;real;real;real
2931;924161;Real;real;real;real;real
2934;884164;Real;real;real;real;real
2940;878584;Real;real;real;real;real
2941;893693;Real;real;real;real;real
2943;859606;Real;real;real;real;real
2944;857616;Real;real;real;real;real
2945;924144;Real;real;real;real;real
2946;884110;Real;real;real;real;real
2947;909531;Real;real;real;real;real
2948;917946;Real;real;real;real;real
2949;902922;Real;real;real;real;real
2954;842680;Real;real;real;real;real
2955;857989;Real;real;real;real;real
2957;861025;Real;real;real;real;real
2960;881200;Real;real;real;real;real
2961;924885;Real;real;real;real;real
2962;881516;Real;real;real;real;real
2963;857930;Real;real;real;real;real
2964;900997;Real;real;real;real;real
2966;934717;Real;real;real;real;real
2970;894585;Real;real;real;real;real
2972;872967;Real;real;real;real;real
2973;921171;Real;real;real;real;real
2975;861387;Real;real;real;real;real
2981;914538;Real;real;real;real;real
2983;865282;Real;real;real;real;real
2984;911484;Real;real;real;real;real
2985;861573;Real;real;real;real;real
2987;875998;Real;real;real;real;real
2988;856634;Real;real;real;real;real
2990;929991;Real;real;real;real;real
2991;854510;Real;real;real;real;real
2994;856726;Real;real;real;real;real
2995;882361;Real;real;real;real;real
2997;893246;Real;real;real;real;real
2999;893296;Real;real;real;real;real
3000;859567;Real;real;real;real;real
3003;871676;Real;real;real;real;real
3004;874652;Real;real;real;real;real
3007;927093;Real;real;real;real;real
3008;858882;Real;real;real;real;real
3009;871826;Real;real;real;real;real
3011;875226;Real;real;real;real;real
3012;928520;Real;real;real;real;real
3013;844312;Real;real;real;real;real
3014;906184;Real;real;real;real;real
3015;874052;Real;real;real;real;real
3017;886994;Real;real;real;real;real
3021;849659;Real;real;real;real;real
3023;887050;Real;real;real;real;real
3024;864788;Real;real;real;real;real
3027;867129;Real;real;real;real;real
3028;897640;Real;real;real;real;real
3033;888895;Real;real;real;real;real
3034;882574;Real;real;real;real;real
3041;855336;Real;real;real;real;real
3043;862995;Real;real;real;real;real
3047;955286;Real;real;real;real;real
3049;948523;Real;real;real;real;real
3050;946251;Real;real;real;real;real
3052;949160;Real;real;real;real;real
3053;865497;Real;real;real;real;real
3055;936745;Real;real;real;real;real
3057;865862;Real;real;real;real;real
3059;912976;Real;real;real;real;real
3060;882405;Real;real;real;real;real
3062;846027;Real;real;real;real;real
3064;910781;Real;real;real;real;real
3065;865088;Real;real;real;real;real
3067;913388;Real;real;real;real;real
3068;863715;Real;real;real;real;real
3070;860763;Real;real;real;real;real
3072;876342;Real;real;real;real;real
3074;862846;Real;real;real;real;real
3075;912631;Real;real;real;real;real
3078;911584;Real;real;real;real;real
3079;842373;Real;real;real;real;real
3081;864322;Real;real;real;real;real
3082;913636;Real;real;real;real;real
3083;909092;Real;real;real;real;real
3084;863389;Real;real;real;real;real
3085;867308;Real;real;real;real;real
3086;865089;Real;real;real;real;real
3087;867028;Real;real;real;real;real
3091;923194;Real;real;real;real;real
3094;869765;Real;real;real;real;real
3095;928639;Real;real;real;real;real
3097;872804;Real;real;real;real;real
3101;857231;Real;real;real;real;real
3103;895862;Real;real;real;real;real
3104;896154;Real;real;real;real;real
3106;844102;Real;real;real;real;real
3107;869813;Real;real;real;real;real
3108;871281;Real;real;real;real;real
3110;921318;Real;real;real;real;real
3111;849628;Real;real;real;real;real
3113;847208;Real;real;real;real;real
3114;917955;Real;real;real;real;real
3115;885580;Real;real;real;real;real
3116;921110;Real;real;real;real;real
3118;850259;Real;real;real;real;real
3120;841708;Real;real;real;real;real
3123;870237;Real;real;real;real;real
3124;874687;Real;real;real;real;real
3125;916729;Real;real;real;real;real
3126;894839;Real;real;real;real;real
3127;921475;Real;real;real;real;real
3128;873796;Real;real;real;real;real
3130;835654;Real;real;real;real;real
3133;925319;Real;real;real;real;real
3135;901549;Real;real;real;real;real
3137;883103;Real;real;real;real;real
3138;872328;Real;real;real;real;real
3140;887227;Real;real;real;real;real
3141;890137;Real;real;real;real;real
3146;870705;Real;real;real;real;real
3147;887107;Real;real;real;real;real
3149;857187;Real;real;real;real;real
3152;945190;Real;real;real;real;real
3154;948971;Real;real;real;real;real
3156;949133;Real;real;real;real;real
3159;950681;Real;real;real;real;real
3164;848288;Real;real;real;real;real
3166;886069;Real;real;real;real;real
3167;862761;Real;real;real;real;real
3168;900318;Real;real;real;real;real
3169;930728;Real;real;real;real;real
3170;858121;Real;real;real;real;real
3171;913000;Real;real;real;real;real
3172;858174;Real;real;real;real;real
3174;926538;Real;real;real;real;real
3175;870238;Real;real;real;real;real
3176;862693;Real;real;real;real;real
3177;891749;Real;real;real;real;real
3180;881585;Real;real;real;real;real
3181;924297;Real;real;real;real;real
3186;862744;Real;real;real;real;real
3190;880312;Real;real;real;real;real
3193;817047;Real;real;real;real;real
3194;876950;Real;real;real;real;real
3195;885250;Real;real;real;real;real
3196;848154;Real;real;real;real;real
3202;919917;Real;real;real;real;real
3203;833460;Real;real;real;real;real
3204;888580;Real;real;real;real;real
3206;846407;Real;real;real;real;real
3209;884931;Real;real;real;real;real
3211;913642;Real;real;real;real;real
3212;921079;Real;real;real;real;real
3213;917902;Real;real;real;real;real
3215;874273;Real;real;real;real;real
3219;911453;Real;real;real;real;real
3220;877142;Real;real;real;real;real
3221;880319;Real;real;real;real;real
3222;900569;Real;real;real;real;real
3223;845803;Real;real;real;real;real
3224;884089;Real;real;real;real;real
3229;901828;Real;real;real;real;real
3232;873654;Real;real;real;real;real
3233;913410;Real;real;real;real;real
3234;889493;Real;real;real;real;real
3235;890478;Real;real;real;real;real
3237;859980;Real;real;real;real;real
3239;882994;Real;real;real;real;real
3240;841899;Real;real;real;real;real
3243;865950;Real;real;real;real;real
3244;916079;Real;real;real;real;real
3245;865453;Real;real;real;real;real
3246;863544;Real;real;real;real;real
3247;865680;Real;real;real;real;real
3248;865662;Real;real;real;real;real
3249;922303;Real;real;real;real;real
3253;859468;Real;real;real;real;real
3255;877635;Real;real;real;real;real
3258;912620;Real;real;real;real;real
3260;892883;Real;real;real;real;real
3261;867012;Real;real;real;real;real
3263;922782;Real;real;real;real;real
3269;860276;Real;real;real;real;real
3270;896267;Real;real;real;real;real
3271;879037;Real;real;real;real;real
3273;907231;Real;real;real;real;real
3275;849677;Real;real;real;real;real
3276;855060;Real;real;real;real;real
3277;895647;Real;real;real;real;real
3278;926697;Real;real;real;real;real
3279;936030;Real;real;real;real;real
3280;858649;Real;real;real;real;real
3281;841548;Real;real;real;real;real
3282;893343;Real;real;real;real;real
3283;945258;Real;real;real;real;real
3285;941367;Real;real;real;real;real
3287;943959;Real;real;real;real;real
3288;944187;Real;real;real;real;real
3289;952929;Real;real;real;real;real
3291;944399;Real;real;real;real;real
3293;864622;Real;real;real;real;real
3294;841736;Real;real;real;real;real
3296;891670;Real;real;real;real;real
3300;914748;Real;real;real;real;real
3304;902269;Real;real;real;real;real
3306;923288;Real;real;real;real;real
3308;902260;Real;real;real;real;real
3309;872824;Real;real;real;real;real
3311;887194;Real;real;real;real;real
3312;872828;Real;real;real;real;real
3313;872280;Real;real;real;real;real
3315;899337;Real;real;real;real;real
3319;904198;Real;real;real;real;real
3320;884680;Real;real;real;real;real
3321;861538;Real;real;real;real;real
3322;888524;Real;real;real;real;real
3324;859887;Real;real;real;real;real
3325;863614;Real;real;real;real;real
3327;851722;Real;real;real;real;real
3328;911244;Real;real;real;real;real
3329;920667;Real;real;real;real;real
3331;919518;Real;real;real;real;real
3333;896265;Real;real;real;real;real
3337;919774;Real;real;real;real;real
3338;916124;Real;real;real;real;real
3339;913457;Real;real;real;real;real
3340;885386;Real;real;real;real;real
3341;923796;Real;real;real;real;real
3342;866509;Real;real;real;real;real
3343;894543;Real;real;real;real;real
3348;877468;Real;real;real;real;real
3352;929830;Real;real;real;real;real
3353;895190;Real;real;real;real;real
3356;883342;Real;real;real;real;real
3357;847436;Real;real;real;real;real
3364;849801;Real;real;real;real;real
3369;855406;Real;real;real;real;real
3370;915029;Real;real;real;real;real
3373;855334;Real;real;real;real;real
3375;846166;Real;real;real;real;real
3377;865143;Real;real;real;real;real
3378;889661;Real;real;real;real;real
3379;852452;Real;real;real;real;real
3381;905256;Real;real;real;real;real
3383;912503;Real;real;real;real;real
3384;861019;Real;real;real;real;real
3386;875412;Real;real;real;real;real
3389;913109;Real;real;real;real;real
3392;871779;Real;real;real;real;real
3395;877846;Real;real;real;real;real
3396;875418;Real;real;real;real;real
3400;946786;Real;real;real;real;real
3401;938932;Real;real;real;real;real
3402;955887;Real;real;real;real;real
3404;953721;Real;real;real;real;real
3406;944315;Real;real;real;real;real
3407;885472;Real;real;real;real;real
3412;878904;Real;real;real;real;real
3413;887130;Real;real;real;real;real
3419;846411;Real;real;real;real;real
3420;887023;Real;real;real;real;real
3421;856886;Real;real;real;real;real
3422;864408;Real;real;real;real;real
3423;924771;Real;real;real;real;real
3425;886223;Real;real;real;real;real
3427;866740;Real;real;real;real;real
3432;893939;Real;real;real;real;real
3435;920651;Real;real;real;real;real
3436;898558;Real;real;real;real;real
3437;856150;Real;real;real;real;real
3438;864118;Real;real;real;real;real
3440;923324;Real;real;real;real;real
3441;905094;Real;real;real;real;real
3442;879808;Real;real;real;real;real
3443;913334;Real;real;real;real;real
3445;864647;Real;real;real;real;real
3446;845366;Real;real;real;real;real
3447;845354;Real;real;real;real;real
3448;899234;Real;real;real;real;real
3449;923036;Real;real;real;real;real
3450;879828;Real;real;real;real;real
3454;863450;Real;real;real;real;real
3455;924603;Real;real;real;real;real
3460;901773;Real;real;real;real;real
3461;867768;Real;real;real;real;real
3462;918487;Real;real;real;real;real
3463;874148;Real;real;real;real;real
3464;870499;Real;real;real;real;real
3465;937289;Real;real;real;real;real
3467;849558;Real;real;real;real;real
3469;881861;Real;real;real;real;real
3472;843592;Real;real;real;real;real
3474;870101;Real;real;real;real;real
3476;900720;Real;real;real;real;real
3478;926758;Real;real;real;real;real
3480;843013;Real;real;real;real;real
3484;896615;Real;real;real;real;real
3486;930287;Real;real;real;real;real
3487;890929;Real;real;real;real;real
3490;877658;Real;real;real;real;real
3491;925821;Real;real;real;real;real
3496;865050;Real;real;real;real;real
3497;918273;Real;real;real;real;real
3499;915529;Real;real;real;real;real
3501;929832;Real;real;real;real;real
3502;903020;Real;real;real;real;real
3503;901997;Real;real;real;real;real
3505;901972;Real;real;real;real;real
3507;847225;Real;real;real;real;real
3508;903007;Real;real;real;real;real
3509;937917;Real;real;real;real;real
3510;881161;Real;real;real;real;real
3513;896604;Real;real;real;real;real
3515;930492;Real;real;real;real;real
3517;884589;Real;real;real;real;real
3519;843491;Real;real;real;real;real
3521;882433;Real;real;real;real;real
3525;902999;Real;real;real;real;real
3527;906369;Real;real;real;real;real
3528;897498;Real;real;real;real;real
3531;944840;Real;real;real;real;real
3533;938472;Real;real;real;real;real
3534;948787;Real;real;real;real;real
3538;938736;Real;real;real;real;real
3540;952046;Real;real;real;real;real
3542;876604;Real;real;real;real;real
3547;864511;Real;real;real;real;real
3548;895834;Real;real;real;real;real
3550;846091;Real;real;real;real;real
3552;893256;Real;real;real;real;real
3555;881527;Real;real;real;real;real
3556;889445;Real;real;real;real;real
3558;907211;Real;real;real;real;real
3562;933194;Real;real;real;real;real
3565;865287;Real;real;real;real;real
3567;912752;Real;real;real;real;real
3568;878530;Real;real;real;real;real
3571;907216;Real;real;real;real;real
3572;854236;Real;real;real;real;real
3573;863299;Real;real;real;real;real
3574;888256;Real;real;real;real;real
3577;930243;Real;real;real;real;real
3580;908227;Real;real;real;real;real
3582;876071;Real;real;real;real;real
3583;845409;Real;real;real;real;real
3584;876508;Real;real;real;real;real
3586;889964;Real;real;real;real;real
3589;877464;Real;real;real;real;real
3593;867674;Real;real;real;real;real
3594;891244;Real;real;real;real;real
3595;931032;Real;real;real;real;real
3597;908611;Real;real;real;real;real
3600;901890;Real;real;real;real;real
3601;894923;Real;real;real;real;real
3602;910991;Real;real;real;real;real
3603;912164;Real;real;real;real;real
3604;896170;Real;real;real;real;real
3610;853464;Real;real;real;real;real
3611;902053;Real;real;real;real;real
3612;866433;Real;real;real;real;real
3616;851806;Real;real;real;real;real
3617;860086;Real;real;real;real;real
3622;887157;Real;real;real;real;real
3623;863801;Real;real;real;real;real
3629;858264;Real;real;real;real;real
3630;855806;Real;real;real;real;real
3631;860416;Real;real;real;real;real
3633;846514;Real;real;real;real;real
3634;910886;Real;real;real;real;real
3636;855950;Real;real;real;real;real
3637;900636;Real;real;real;real;real
3641;848684;Real;real;real;real;real
3643;871163;Real;real;real;real;real
3644;920768;Real;real;real;real;real
3645;878414;Real;real;real;real;real
3646;950519;Real;real;real;real;real
3647;950618;Real;real;real;real;real
3648;946709;Real;real;real;real;real
3651;944669;Real;real;real;real;real
3653;945517;Real;real;real;real;real
3654;941375;Real;real;real;real;real
3655;951521;Real;real;real;real;real
3656;952713;Real;real;real;real;real
3658;945892;Real;real;real;real;real
3659;942748;Real;real;real;real;real
3663;841458;Real;real;real;real;real
3664;912379;Real;real;real;real;real
3665;878544;Real;real;real;real;real
3667;852944;Real;real;real;real;real
3669;872286;Real;fake;fake;real;real
3672;902648;Real;real;real;real;real
3673;912368;Real;real;real;real;real
3675;863557;Real;real;real;real;real
3677;915719;Real;real;real;real;real
3678;887075;Real;real;real;real;real
3679;934438;Real;real;real;real;real
3680;896296;Real;real;real;real;real
3682;868556;Real;real;real;real;real
3685;848579;Real;real;real;real;real
3686;899651;Real;real;real;real;real
3687;896055;Real;real;real;real;real
3690;876249;Real;real;real;real;real
3692;890464;Real;real;real;real;real
3694;912361;Real;real;real;real;real
3695;843987;Real;real;real;real;real
3697;930280;Real;real;real;real;real
3703;916448;Real;real;real;real;real
3708;850534;Real;real;real;real;real
3709;866234;Real;real;real;real;real
3710;889185;Real;real;real;real;real
3711;857645;Real;real;real;real;real
3714;862467;Real;real;real;real;real
3719;861012;Real;real;real;real;real
3720;874829;Real;real;real;real;real
3724;857828;Real;real;real;real;real
3726;842380;Real;real;real;real;real
3730;880654;Real;real;real;real;real
3732;876678;Real;real;real;real;real
3734;918937;Real;real;real;real;real
3735;897138;Real;real;real;real;real
3736;906067;Real;real;real;real;real
3742;908358;Real;real;real;real;real
3744;875567;Real;real;real;real;real
3748;917024;Real;real;real;real;real
3749;898242;Real;real;real;real;real
3752;881927;Real;real;real;real;real
3753;855290;Real;real;real;real;real
3758;852392;Real;real;real;real;real
3760;921761;Real;real;real;real;real
3762;868242;Real;real;real;real;real
3767;937619;Real;real;real;real;real
3768;858664;Real;real;real;real;real
3769;860847;Real;real;real;real;real
3770;914813;Real;real;real;real;real
3771;903202;Real;real;real;real;real
3774;873227;Real;real;real;real;real
3775;890625;Real;real;real;real;real
3776;934660;Real;real;real;real;real
3777;940858;Real;real;real;real;real
3778;946459;Real;real;real;real;real
3779;943267;Real;real;real;real;real
3782;952883;Real;real;real;real;real
3784;955808;Real;real;real;real;real
3786;945003;Real;real;real;real;real
3789;942036;Real;real;real;real;real
3791;942199;Real;real;real;real;real
3795;873836;Real;fake;fake;real;real
3797;864249;Real;real;real;real;real
3798;899297;Real;real;real;real;real
3799;925093;Real;real;real;real;real
3800;924154;Real;real;real;real;real
3802;885842;Real;real;real;real;real
3803;872341;Real;real;real;real;real
3804;873636;Real;real;real;real;real
3805;890008;Real;real;real;real;real
3806;864471;Real;real;real;real;real
3807;926303;Real;real;real;real;real
3810;873502;Real;real;real;real;real
3813;891051;Real;real;real;real;real
3815;872810;Real;real;real;real;real
3819;910918;Real;real;real;real;real
3820;865992;Real;real;real;real;real
3822;903965;Real;real;real;real;real
3832;885022;Real;real;real;real;real
3843;881253;Real;real;real;real;real
3845;857011;Real;real;real;real;real
3846;862295;Real;real;real;real;real
3848;885626;Real;real;real;real;real
3853;845295;Real;real;real;real;real
3854;871019;Real;real;real;real;real
3855;846264;Real;real;real;real;real
3860;905961;Real;real;real;real;real
3862;920702;Real;real;real;real;real
3866;930271;Real;real;real;real;real
3868;917056;Real;real;real;real;real
3869;930689;Real;real;real;real;real
3872;868329;Real;real;real;real;real
3873;882573;Real;real;real;real;real
3874;907285;Real;real;real;real;real
3875;916204;Real;real;real;real;real
3876;908047;Real;real;real;real;real
3877;927414;Real;real;real;real;real
3878;916171;Real;real;real;real;real
3879;930331;Real;real;real;real;real
3880;860410;Real;real;real;real;real
3881;915847;Real;real;real;real;real
3882;915802;Real;real;real;real;real
3885;868330;Real;real;real;real;real
3888;861116;Real;real;real;real;real
3892;895322;Real;real;real;real;real
3900;901557;Real;real;real;real;real
3901;883859;Real;real;real;real;real
3902;858484;Real;real;real;real;real
3906;905535;Real;real;real;real;real
3907;902612;Real;real;real;real;real
3909;885949;Real;real;real;real;real
3911;863077;Real;real;real;real;real
3915;909218;Real;real;real;real;real
3918;871929;Real;real;real;real;real
3920;863243;Real;real;real;real;real
3921;842815;Real;real;real;real;real
3923;879076;Real;real;real;real;real
3924;842890;Real;real;real;real;real
3925;912553;Real;real;real;real;real
3927;879006;Real;real;real;real;real
3928;940538;Real;real;real;real;real
3930;939558;Real;real;real;real;real
3931;946680;Real;real;real;real;real
3933;946700;Real;real;real;real;real
3934;942672;Real;real;real;real;real
3935;946228;Real;real;real;real;real
3936;949615;Real;real;real;real;real
3937;952401;Real;real;real;real;real
3938;938869;Real;real;real;real;real
3940;943835;Real;real;real;real;real
3943;945259;Real;real;real;real;real
3944;942876;Real;real;real;real;real
3952;847191;Real;real;real;real;real
3953;882611;Real;real;real;real;real
3955;861020;Real;real;real;real;real
3957;911792;Real;real;real;real;real
3959;902580;Real;real;real;real;real
3960;870486;Real;real;real;real;real
3963;918683;Real;real;real;real;real
3966;875696;Real;real;real;real;real
3967;906729;Real;real;real;real;real
3970;900589;Real;real;real;real;real
3971;923990;Real;real;real;real;real
3972;918309;Real;real;real;real;real
3975;875194;Real;real;real;real;real
3977;889389;Real;real;real;real;real
3980;870504;Real;real;real;real;real
3982;889363;Real;real;real;real;real
3985;877160;Real;real;real;real;real
3987;907085;Real;real;real;real;real
3991;849624;Real;real;real;real;real
3993;903268;Real;real;real;real;real
3995;901352;Real;real;real;real;real
4000;887614;Real;real;real;real;real
4001;876594;Real;real;real;real;real
4005;890882;Real;real;real;real;real
4008;889417;Real;real;real;real;real
4009;932581;Real;real;real;real;real
4010;910712;Real;real;real;real;real
4011;914634;Real;real;real;real;real
4013;860947;Real;real;real;real;real
4014;865122;Real;real;real;real;real
4017;850047;Real;real;real;real;real
4018;907445;Real;real;real;real;real
4022;873702;Real;real;real;real;real
4023;933195;Real;real;real;real;real
4025;923611;Real;real;real;real;real
4026;864424;Real;real;real;real;real
4027;888340;Real;real;real;real;real
4032;878893;Real;real;real;real;real
4033;913341;Real;real;real;real;real
4038;902515;Real;real;real;real;real
4039;870719;Real;real;real;real;real
4044;848653;Real;real;real;real;real
4045;902915;Real;real;real;real;real
4048;913016;Real;real;real;real;real
4052;893598;Real;real;real;real;real
4055;868906;Real;real;real;real;real
4056;845807;Real;real;real;real;real
4057;890167;Real;real;real;real;real
4058;875462;Real;real;real;real;real
4060;855786;Real;real;real;real;real
4061;846958;Real;real;real;real;real
4063;899090;Real;real;real;real;real
4064;874598;Real;real;real;real;real
